cpu_cores_total,cpu_watts,gpu_cores_total,gpu_vram_total_gb,gpu_watts,ram_total_gb,cpu_cores_used,gpu_cores_used,gpu_vram_used_gb,ram_used_gb,current_cpu_power_w,current_gpu_power_w,req_cpu_cores,req_gpu_cores,req_gpu_vram_gb,req_ram_gb
32,250,2048,16,350,64,12,1282,3.8,4.9,93.75,219.09,9,381,7.0,24.0
64,95,10240,24,200,512,14,3151,17.3,89.9,20.78,61.54,11,9909,5.5,337.5
32,250,4096,48,200,512,6,1551,8.1,211.0,46.88,75.73,8,351,51.9,45.5
64,250,8192,48,200,512,14,2206,8.3,84.0,54.69,53.86,8,2627,7.2,91.0
32,95,10240,24,300,64,22,562,3.1,32.2,65.31,16.46,5,1901,3.1,16.8
32,180,4096,16,450,512,4,1821,3.5,71.8,22.5,200.06,4,1047,1.1,93.0
16,95,4096,24,450,256,4,3409,15.5,113.7,23.75,374.52,3,255,6.7,75.4
64,95,8192,8,300,128,10,2876,1.6,43.2,14.84,105.32,4,1344,1.8,20.6
16,250,2048,24,350,64,5,54,3.5,31.4,78.12,9.23,19,516,4.5,3.7
32,125,2048,16,300,128,21,906,2.1,51.5,82.03,132.71,4,148,6.7,63.0
64,180,4096,16,450,256,9,2618,5.1,27.8,25.31,287.62,9,1044,1.2,18.4
24,250,2048,8,350,256,3,318,6.9,115.8,31.25,54.35,3,187,2.0,174.4
32,250,8192,8,450,256,16,323,2.6,69.6,125.0,17.74,5,538,1.5,24.5
24,125,10240,48,350,512,8,2897,15.4,36.1,41.67,99.02,2,5863,11.4,298.1
32,250,2048,16,450,64,15,739,9.3,22.7,117.19,162.38,2,574,1.4,9.5
24,250,2048,24,300,64,7,100,5.4,19.0,72.92,14.65,7,178,13.7,21.6
16,250,10240,8,300,256,5,9084,4.9,138.5,78.12,266.13,18,2653,0.8,33.9
16,250,2048,24,200,256,8,1934,10.9,110.1,125.0,188.87,4,602,3.6,126.7
32,250,2048,16,300,128,12,1744,9.1,40.3,93.75,255.47,3,317,2.7,98.6
8,125,8192,48,300,512,2,5905,16.0,61.7,31.25,216.25,5,2121,5.2,259.5
64,180,10240,8,350,512,40,1414,2.1,67.7,112.5,48.33,14,729,1.3,103.8
24,95,8192,48,300,256,8,1848,19.4,30.0,31.67,67.68,5,5319,3.8,61.0
16,125,8192,24,300,256,7,620,1.8,101.5,54.69,22.71,3,4848,4.2,62.4
32,125,8192,24,300,256,1,2467,6.5,44.0,3.91,90.34,29,1919,21.2,17.3
24,125,4096,8,350,64,14,1144,4.8,29.2,72.92,97.75,5,391,1.8,13.4
64,250,4096,24,450,128,50,1344,7.5,5.9,195.31,147.66,4,475,3.7,38.8
8,95,2048,24,300,64,3,634,5.0,56.3,35.62,92.87,3,1607,1.4,9.1
24,180,8192,8,350,512,1,1583,3.0,401.6,7.5,67.63,6,1199,3.4,96.8
24,125,2048,24,300,512,13,234,1.7,35.0,67.71,34.28,3,311,2.4,583.4
24,95,4096,48,200,128,5,850,4.5,58.8,19.79,41.5,6,527,13.3,36.0
24,180,10240,24,450,64,11,2565,7.5,15.3,82.5,112.72,6,3290,7.0,7.8
24,180,8192,8,350,512,5,646,1.3,215.5,37.5,27.6,9,2545,1.5,144.3
24,125,4096,8,350,64,8,707,2.9,12.9,41.67,60.41,3,2679,3.2,7.2
24,95,8192,16,200,256,9,1646,7.7,49.9,35.62,40.19,3,1140,9.3,237.4
16,95,10240,8,200,512,6,1991,5.5,311.7,35.62,38.89,19,1969,2.3,146.0
24,95,8192,24,300,128,15,2792,4.9,66.7,59.38,102.25,12,9534,4.6,24.5
64,125,4096,16,300,128,38,887,2.2,30.4,74.22,64.97,10,4036,10.6,17.0
64,125,8192,24,200,512,19,1617,7.1,257.7,37.11,39.48,38,2437,1.3,299.9
16,125,8192,16,200,512,11,6073,9.1,300.7,85.94,148.27,4,600,2.9,26.8
32,250,4096,16,350,64,9,1150,11.6,8.9,70.31,98.27,4,1007,4.4,15.8
16,180,2048,8,300,64,14,295,4.8,23.5,157.5,43.21,5,209,2.7,12.4
32,180,2048,24,450,128,23,405,19.0,40.8,129.38,88.99,7,699,7.6,10.1
16,250,2048,16,200,128,3,859,6.3,37.9,46.88,83.89,3,157,5.0,106.3
8,180,2048,16,450,64,1,131,0.7,58.7,22.5,28.78,1,499,2.1,14.5
64,125,4096,16,300,128,21,692,7.6,76.3,41.02,50.68,18,416,8.4,37.5
24,125,2048,8,300,512,3,118,2.5,105.6,15.62,17.29,4,270,1.1,281.2
32,95,8192,8,300,128,12,1606,3.6,12.1,35.62,58.81,9,1662,4.6,13.7
64,125,10240,24,300,128,3,2696,10.7,40.9,5.86,78.98,14,6781,3.0,59.4
32,180,4096,8,300,256,8,3012,2.4,6.1,45.0,220.61,13,661,1.8,57.7
8,180,8192,8,350,64,2,821,1.4,27.2,45.0,35.08,6,1368,3.3,4.8
32,180,8192,24,350,512,9,6948,7.6,426.4,50.62,296.85,7,2213,6.1,143.7
8,125,10240,8,350,256,0,1741,0.2,41.7,0.0,59.51,2,2273,1.9,13.3
32,125,4096,24,300,64,10,775,5.1,15.1,39.06,56.76,9,4547,8.8,9.1
8,180,8192,48,450,128,2,5709,17.5,24.3,45.0,313.6,4,619,21.8,28.8
32,125,2048,16,300,128,7,788,1.2,20.1,27.34,115.43,29,405,8.7,32.0
32,125,10240,16,450,256,13,651,1.8,15.3,50.78,28.61,10,2876,2.7,63.3
64,95,4096,8,300,128,37,850,6.5,30.1,54.92,62.26,46,2133,2.4,124.1
24,125,2048,24,300,512,15,380,4.1,198.2,78.12,55.66,7,1266,6.4,464.7
24,125,8192,24,450,64,4,2132,3.3,27.0,20.83,117.11,6,1479,5.6,11.6
8,95,8192,24,450,512,0,2107,11.0,225.9,0.0,115.74,3,9378,5.3,310.0
24,95,8192,8,350,256,7,7156,3.2,22.6,27.71,305.74,19,1075,1.4,245.5
8,180,4096,48,350,64,4,1484,3.7,13.9,90.0,126.81,1,4075,10.8,4.6
64,95,4096,48,350,512,34,1136,14.2,432.1,50.47,97.07,15,3113,27.3,34.1
32,95,2048,48,450,128,6,256,24.6,4.2,17.81,56.25,9,746,8.9,9.0
64,180,2048,24,450,512,21,897,8.2,349.3,59.06,197.09,6,1419,2.3,69.2
24,250,2048,8,450,64,5,306,3.3,19.0,52.08,67.24,6,578,4.5,18.1
16,180,8192,24,300,128,0,4142,9.1,11.2,0.0,151.68,3,1956,7.9,30.1
64,180,8192,48,200,128,9,7633,14.7,107.0,25.31,186.35,9,3781,28.2,59.2
32,250,4096,16,350,64,19,784,5.9,7.6,148.44,66.99,10,2730,3.4,31.1
8,95,2048,24,300,64,3,1380,3.8,21.0,35.62,202.15,2,244,1.4,16.4
32,95,4096,48,350,512,8,1867,22.6,429.0,23.75,159.53,19,559,14.4,135.8
32,250,4096,16,350,128,16,611,0.3,83.9,125.0,52.21,2,3418,4.5,10.9
8,250,10240,24,350,512,0,4621,14.5,32.8,0.0,157.94,2,6039,16.2,141.7
8,125,10240,8,350,256,2,2398,1.0,70.4,31.25,81.96,2,8748,0.7,49.8
32,250,8192,8,450,256,4,2058,5.8,135.6,31.25,113.05,20,954,5.8,48.0
8,125,10240,8,200,64,0,1140,2.1,16.3,0.0,22.27,3,7601,1.8,3.9
24,95,2048,8,200,64,9,505,1.6,30.4,35.62,49.32,5,2105,1.9,11.0
24,125,10240,24,300,128,2,863,3.0,24.4,10.42,25.28,2,857,1.5,30.5
8,250,2048,48,200,512,2,879,11.1,110.4,62.5,85.84,5,364,56.4,281.6
8,250,2048,24,200,512,1,427,5.1,120.8,31.25,41.7,2,306,20.9,262.9
8,125,8192,24,300,512,2,3064,4.3,139.0,31.25,112.21,2,969,2.1,493.8
16,180,10240,16,450,512,2,5093,5.6,57.4,22.5,223.81,5,1994,4.1,93.5
16,180,10240,8,300,512,3,2410,1.3,182.8,33.75,70.61,5,7803,0.8,103.4
32,250,4096,16,200,256,11,941,4.9,61.7,85.94,45.95,28,4433,3.3,20.0
24,125,8192,24,350,64,7,7474,1.6,3.7,36.46,319.32,2,2498,4.7,14.2
8,125,8192,8,450,512,0,3249,7.3,144.0,0.0,178.47,2,2174,2.6,60.9
64,250,4096,24,450,128,27,3606,7.1,37.9,105.47,396.17,16,882,11.5,86.1
24,180,8192,48,350,512,5,4597,38.6,390.5,37.5,196.41,2,1389,25.5,121.3
16,250,2048,16,200,128,4,517,4.7,95.1,62.5,50.49,3,130,6.6,54.5
16,180,10240,16,350,128,2,9187,5.1,44.1,22.5,314.01,5,1083,2.9,23.2
64,95,10240,24,200,512,34,3619,2.2,110.5,50.47,70.68,5,2307,5.1,256.5
24,250,2048,8,350,256,10,903,1.0,84.4,104.17,154.32,7,462,2.5,284.3
8,125,8192,24,300,512,1,1810,2.7,132.6,15.62,66.28,1,1695,1.3,127.6
64,250,8192,48,200,512,11,3500,17.1,228.5,42.97,85.45,16,1502,57.2,25.7
64,250,8192,24,200,512,29,1047,19.9,112.1,113.28,25.56,12,1627,18.9,48.7
24,125,8192,24,450,64,7,2580,2.9,58.0,36.46,141.72,5,841,2.4,45.7
64,250,4096,24,450,128,13,1753,7.8,41.3,50.78,192.59,7,3554,2.3,137.1
16,95,8192,24,200,128,1,4470,1.8,116.3,5.94,109.13,1,3460,2.0,130.3
32,95,10240,24,300,64,5,2625,6.1,0.5,14.84,76.9,4,1009,6.8,68.7
16,95,4096,24,300,128,7,526,10.0,115.1,41.56,38.53,2,4521,5.5,70.3
64,95,10240,16,350,128,27,323,4.1,8.9,40.08,11.04,38,3394,9.1,20.2
32,250,2048,16,350,64,9,414,3.8,11.5,70.31,70.75,20,901,4.8,28.9
64,95,10240,48,200,512,20,1988,17.5,122.6,29.69,38.83,46,2419,9.4,57.0
24,95,2048,16,300,64,2,591,7.4,11.1,7.92,86.57,2,561,8.2,4.4
64,95,4096,16,300,128,21,1122,6.2,37.4,31.17,82.18,10,254,3.1,22.3
8,125,8192,24,300,512,2,3901,11.2,35.9,31.25,142.86,2,1862,4.7,50.5
16,125,4096,16,450,64,4,693,14.6,23.2,31.25,76.14,4,1042,2.2,36.8
8,125,8192,48,300,512,3,1805,36.0,10.3,46.88,66.1,2,4559,6.4,99.8
24,180,8192,24,200,64,4,3954,2.2,19.0,30.0,96.53,5,1073,3.7,17.8
8,125,10240,8,350,128,2,5224,5.9,32.5,31.25,178.55,7,2107,0.8,24.4
64,125,8192,24,200,512,34,2548,7.4,32.7,66.41,62.21,18,1825,11.4,116.2
8,250,8192,8,300,256,2,1293,1.7,51.6,62.5,47.35,2,821,1.2,99.7
16,250,2048,24,350,64,9,1146,5.2,8.9,140.62,195.85,2,493,23.7,3.6
8,250,2048,24,200,512,1,286,2.6,225.4,31.25,27.93,10,358,7.1,387.9
8,250,2048,24,200,512,0,703,5.5,241.8,0.0,68.65,3,1593,8.5,83.7
32,180,2048,24,450,128,7,525,10.7,38.8,39.38,115.36,3,1701,7.4,20.9
16,180,4096,16,350,64,0,439,4.8,56.8,0.0,37.51,7,3739,4.7,16.5
64,125,10240,24,300,128,36,5625,10.5,26.9,70.31,164.79,5,2599,1.8,21.8
32,250,8192,8,450,256,19,5751,0.3,195.0,148.44,315.91,9,3734,0.9,57.8
64,95,2048,24,450,64,10,443,5.8,27.0,14.84,97.34,14,344,26.2,8.8
24,250,2048,24,300,64,8,1293,2.2,8.2,83.33,189.4,4,284,12.7,5.2
24,250,2048,8,450,64,8,450,3.2,27.5,83.33,98.88,5,118,1.4,7.2
64,180,10240,16,300,256,13,1889,6.3,55.9,36.56,55.34,17,2122,3.3,18.9
32,250,4096,16,200,256,4,733,12.4,92.1,31.25,35.79,34,518,4.0,51.2
16,125,8192,16,200,512,2,4832,1.8,194.7,15.62,117.97,5,2636,2.9,178.2
32,125,2048,48,200,64,9,160,26.2,19.4,35.16,15.62,8,566,3.0,26.2
32,95,2048,24,200,64,9,612,14.0,19.6,26.72,59.77,9,1704,7.2,12.2
64,125,2048,24,450,512,26,299,6.7,296.5,50.78,65.7,18,436,3.0,332.8
8,250,10240,8,300,512,1,7855,3.0,105.2,31.25,230.13,2,2937,2.4,101.6
8,250,8192,48,200,128,2,3489,13.4,50.8,62.5,85.18,6,2253,9.3,48.3
32,250,2048,16,350,64,3,956,2.3,4.2,23.44,163.38,9,2446,8.5,11.4
32,125,2048,16,300,128,18,119,6.3,83.3,70.31,17.43,7,250,1.2,13.7
64,95,10240,24,200,512,44,2620,9.3,84.2,65.31,51.17,9,2056,5.6,274.4
24,125,10240,48,200,128,4,8487,38.8,22.7,20.83,165.76,6,1959,23.4,13.5
32,180,2048,24,450,128,9,227,7.5,29.5,50.62,49.88,6,329,12.5,71.5
32,125,4096,24,450,64,5,361,17.1,11.8,19.53,39.66,2,530,25.5,23.6
24,125,2048,24,300,512,11,426,5.0,325.9,57.29,62.4,3,671,14.8,468.3
64,125,10240,24,300,128,23,5698,21.3,24.5,44.92,166.93,15,2286,9.9,19.5
32,95,10240,24,300,64,5,5521,5.2,6.6,14.84,161.75,2,631,21.8,59.8
32,180,10240,24,200,128,13,3131,5.6,49.8,73.12,61.15,18,850,4.1,115.3
16,95,8192,48,200,128,2,1812,17.8,38.4,11.88,44.24,2,1670,10.8,45.1
8,250,2048,8,200,64,2,469,0.5,2.1,62.5,45.8,5,433,1.9,9.7
16,95,8192,24,200,128,6,973,7.3,59.3,35.62,23.75,19,9417,4.2,35.2
8,250,8192,8,300,256,1,666,2.6,106.0,31.25,24.39,4,1266,2.4,110.5
16,250,2048,48,300,512,12,831,20.3,122.1,187.5,121.73,8,451,4.8,199.7
32,180,10240,8,200,128,15,3418,1.8,24.5,84.38,66.76,6,2164,0.6,146.4
16,95,8192,48,200,128,3,402,31.7,2.6,17.81,9.81,8,2079,11.7,45.0
32,95,4096,48,350,512,9,560,16.7,204.9,26.72,47.85,5,745,5.2,67.5
32,250,2048,16,450,64,2,448,0.7,29.2,15.62,98.44,7,690,9.2,31.2
24,125,2048,48,200,128,4,374,16.7,5.9,20.83,36.52,10,542,10.8,30.3
8,180,4096,8,200,128,6,680,3.0,25.7,135.0,33.2,2,774,5.6,14.2
24,125,10240,48,200,128,4,3311,22.5,30.0,20.83,64.67,3,2408,33.3,12.7
24,95,8192,16,450,64,12,3018,2.4,8.1,47.5,165.78,15,1158,1.1,43.0
24,125,2048,8,300,512,2,443,5.0,49.6,10.42,64.89,2,438,5.6,75.1
8,125,8192,48,300,512,2,7165,19.3,169.8,31.25,262.39,2,1629,10.6,43.9
24,125,2048,16,200,128,8,1402,4.5,99.1,41.67,136.91,4,582,10.9,12.9
24,95,8192,24,350,64,2,976,5.0,28.1,7.92,41.7,18,2450,2.3,9.6
32,250,8192,8,450,256,6,2713,1.7,43.9,46.88,149.03,10,4774,2.1,69.9
16,125,8192,24,300,256,2,1593,12.5,20.1,15.62,58.34,2,2988,27.5,21.4
32,125,10240,24,200,256,7,7670,2.2,34.3,27.34,149.8,4,8712,16.5,295.1
24,125,8192,24,450,64,8,5694,0.9,28.0,41.67,312.78,5,661,1.3,10.4
24,95,2048,8,200,64,18,1136,3.7,14.0,71.25,110.94,2,548,1.7,12.5
16,95,2048,48,450,256,7,533,32.0,65.5,41.56,117.11,1,498,49.8,295.5
32,95,2048,24,200,64,8,471,2.1,55.7,23.75,46.0,3,200,2.1,58.8
24,180,8192,48,350,512,22,3507,24.9,109.5,165.0,149.84,5,1855,40.9,57.0
32,125,2048,24,350,256,11,1191,6.2,59.1,42.97,203.54,4,317,4.4,74.1
8,250,8192,8,300,256,2,3897,0.8,19.7,62.5,142.71,2,9622,0.4,94.8
8,250,2048,8,200,64,4,475,0.9,15.6,125.0,46.39,2,359,1.0,23.1
8,180,8192,8,350,64,3,1021,2.4,9.5,67.5,43.62,2,1731,9.6,15.4
64,125,10240,48,200,64,21,3798,10.5,13.1,41.02,74.18,16,2057,17.6,17.0
16,250,8192,16,300,256,2,1191,2.3,148.9,31.25,43.62,5,1201,1.8,263.3
8,250,10240,24,200,128,2,1024,13.9,48.8,62.5,20.0,2,964,4.6,147.9
24,95,2048,16,450,512,1,363,12.4,119.7,3.96,79.76,3,1841,2.1,281.8
16,250,2048,48,300,512,3,1147,26.9,112.7,46.88,168.02,4,308,5.6,278.9
32,125,2048,16,450,512,16,408,4.9,424.5,62.5,89.65,4,607,3.6,59.4
64,180,10240,16,300,256,22,1772,3.3,175.3,61.88,51.91,37,1272,6.2,20.3
32,95,2048,48,450,128,2,1054,12.9,57.9,5.94,231.59,6,498,2.4,36.3
8,125,10240,8,350,64,2,2612,1.6,12.6,31.25,89.28,2,1521,3.7,11.6
8,180,8192,48,450,128,1,4934,10.7,31.4,22.5,271.03,6,2079,18.6,19.2
16,125,4096,48,350,64,4,1834,6.4,14.7,31.25,156.71,3,2855,7.2,7.4
24,125,2048,8,300,256,17,1040,1.2,42.5,88.54,152.34,3,681,2.4,30.8
64,95,8192,8,300,128,39,2058,1.7,6.0,57.89,75.37,26,1064,2.4,22.3
64,180,10240,16,300,256,13,3189,3.4,8.4,36.56,93.43,60,1565,6.9,41.8
16,95,10240,16,300,64,3,5373,7.0,32.2,17.81,157.41,4,1753,2.9,38.1
64,95,8192,16,450,256,26,960,6.5,26.5,38.59,52.73,6,3892,2.1,289.8
8,250,2048,8,200,64,4,150,2.2,30.1,125.0,14.65,2,228,4.2,16.9
32,125,10240,16,300,64,3,7136,6.6,20.6,11.72,209.06,8,4770,6.3,13.4
64,250,8192,24,200,512,9,1035,7.6,154.0,35.16,25.27,17,1152,15.0,152.0
24,125,10240,24,300,128,4,4518,7.4,68.0,20.83,132.36,3,4706,9.6,8.1
16,250,2048,48,350,256,5,189,8.8,168.3,78.12,32.3,3,452,31.2,21.3
32,250,4096,48,200,512,20,170,24.2,72.2,156.25,8.3,4,582,8.4,135.4
16,180,10240,16,450,512,5,3290,7.9,13.4,56.25,144.58,8,5787,1.2,87.9
16,250,2048,24,200,256,3,1124,3.3,147.7,46.88,109.77,3,493,1.5,53.2
16,250,10240,8,300,256,6,2617,2.2,30.1,93.75,76.67,1,932,7.2,47.4
32,250,4096,16,200,256,4,1039,10.8,81.2,31.25,50.73,2,1646,1.3,73.2
32,95,2048,24,200,64,19,579,19.8,17.7,56.41,56.54,2,1357,19.2,15.3
16,180,2048,8,300,64,13,1207,2.5,18.5,146.25,176.81,4,885,8.4,4.5
32,95,4096,48,200,64,18,1640,25.7,8.4,53.44,80.08,12,245,11.6,10.9
32,95,4096,48,350,512,18,1618,12.4,351.6,53.44,138.26,3,614,6.9,144.7
8,95,10240,16,350,128,2,1304,5.3,10.9,23.75,44.57,8,1930,3.6,26.4
8,250,4096,16,200,128,1,3308,1.4,45.0,31.25,161.52,2,4175,3.9,17.8
8,95,8192,24,450,512,4,3962,5.8,260.5,47.5,217.64,1,2099,6.7,57.4
16,125,8192,16,200,512,2,2020,3.3,380.4,15.62,49.32,4,9592,3.7,86.9
8,250,4096,16,200,64,1,2708,3.8,11.3,31.25,132.23,2,268,0.8,3.6
32,125,2048,8,450,256,11,123,2.9,15.9,42.97,27.03,7,989,1.4,105.1
24,180,8192,24,200,64,4,657,9.6,39.4,30.0,16.04,21,1831,3.4,34.4
64,95,8192,16,450,256,13,2050,9.6,70.8,19.3,112.61,67,853,2.9,69.4
8,125,8192,8,450,512,4,2423,1.1,244.0,62.5,133.1,3,3509,1.3,33.4
24,95,4096,8,450,128,2,801,4.5,18.0,7.92,88.0,9,3269,1.4,55.9
24,95,2048,16,300,64,15,1898,2.9,50.5,59.38,278.03,4,116,2.2,15.9
32,125,4096,24,300,64,11,199,7.3,13.7,42.97,14.58,5,444,4.1,18.6
24,125,2048,48,200,128,4,358,7.4,4.5,20.83,34.96,5,1922,4.4,25.8
64,125,10240,48,200,64,18,3941,6.2,44.7,35.16,76.97,12,1354,13.9,8.9
32,180,2048,24,450,128,13,288,8.5,9.1,73.12,63.28,2,233,1.2,10.2
64,180,10240,8,350,512,30,2910,1.3,26.7,84.38,99.46,30,957,1.8,93.6
32,250,10240,24,300,512,23,1598,5.6,357.2,179.69,46.82,26,2267,6.8,66.2
16,180,8192,24,300,128,6,5963,3.8,35.4,67.5,218.37,12,648,5.2,19.8
16,95,4096,24,300,128,11,784,15.9,44.7,65.31,57.42,5,760,2.8,24.7
32,180,8192,48,200,128,4,6361,10.1,53.4,22.5,155.3,7,982,12.9,146.5
24,125,10240,48,200,128,13,1614,5.5,78.8,67.71,31.52,7,2345,8.1,99.4
64,250,4096,24,450,128,31,1239,5.5,75.5,121.09,136.12,6,955,3.9,18.1
8,125,8192,8,450,512,1,2212,3.7,44.9,15.62,121.51,10,677,1.3,62.7
24,125,4096,8,350,64,12,1035,2.5,40.2,62.5,88.44,5,3377,0.5,7.6
64,95,10240,16,350,128,11,3590,5.0,51.1,16.33,122.71,4,2595,4.0,36.2
64,95,2048,48,200,512,12,355,13.7,229.7,17.81,34.67,5,647,4.3,109.7
16,95,4096,24,450,256,7,1934,8.0,43.4,41.56,212.48,15,223,12.8,102.5
32,250,4096,48,200,512,1,1258,13.1,224.4,7.81,61.43,7,251,3.1,115.1
16,125,8192,24,300,256,7,1935,7.5,130.9,54.69,70.86,8,2870,8.7,64.7
24,125,2048,8,300,256,10,669,1.3,54.0,52.08,98.0,4,1196,2.1,70.4
32,250,4096,16,350,64,23,652,4.1,6.7,179.69,55.71,19,211,4.2,15.3
32,250,4096,48,200,512,5,466,4.3,107.4,39.06,22.75,5,1310,2.5,64.9
32,125,10240,16,350,256,6,2533,4.4,65.7,23.44,86.58,35,2552,1.7,100.4
16,95,8192,48,200,128,2,3214,25.1,7.7,11.88,78.47,8,1777,9.7,37.4
32,250,2048,16,450,64,9,496,4.5,28.3,70.31,108.98,10,297,9.8,9.9
8,180,8192,48,450,128,1,1160,16.6,20.9,22.5,63.72,4,8554,10.7,58.8
24,180,2048,8,300,64,13,526,2.5,7.4,97.5,77.05,8,199,1.0,20.9
24,125,8192,24,350,64,17,5468,9.2,14.7,88.54,233.62,3,951,3.0,15.4
16,250,2048,48,300,512,2,520,12.7,98.7,31.25,76.17,5,570,4.3,301.5
32,250,4096,48,200,512,13,1109,34.8,46.6,101.56,54.15,7,1583,27.3,106.3
64,180,8192,48,200,128,23,1841,5.0,16.9,64.69,44.95,29,2546,10.3,37.8
64,95,4096,16,300,128,22,1228,9.4,34.0,32.66,89.94,7,1459,3.7,35.5
32,250,2048,16,350,64,3,246,13.0,7.1,23.44,42.04,7,491,0.8,35.7
24,95,4096,48,200,128,4,2151,16.2,33.9,15.83,105.03,7,290,16.6,10.0
16,250,8192,16,300,256,2,591,2.9,86.7,31.25,21.64,3,3992,4.1,155.1
32,125,8192,16,300,64,26,1542,1.8,15.3,101.56,56.47,3,1012,1.5,8.2
32,180,4096,48,300,128,7,2082,20.1,15.5,39.38,152.49,7,2948,3.0,76.9
8,125,10240,8,350,128,3,6418,3.1,64.2,46.88,219.37,10,5051,1.7,74.1
24,250,2048,24,300,64,7,455,3.5,11.0,72.92,66.65,11,493,22.6,9.9
64,180,2048,24,450,512,20,335,5.0,193.8,56.25,73.61,18,1840,5.6,87.4
24,95,8192,16,200,256,12,4330,0.6,230.4,47.5,105.71,5,3364,13.8,65.9
24,95,8192,48,300,256,7,5559,7.8,58.0,27.71,203.58,10,455,9.4,72.6
32,125,2048,24,350,64,15,866,9.9,10.4,58.59,148.0,10,301,4.4,16.7
32,125,8192,48,200,128,11,1206,14.6,5.5,42.97,29.44,15,1836,6.2,65.7
24,95,8192,16,450,64,9,1036,1.8,28.6,35.62,56.91,6,2212,4.0,12.4
32,250,2048,8,300,256,17,191,1.2,47.6,132.81,27.98,9,1892,1.3,134.4
8,95,8192,48,350,512,2,2547,41.5,131.5,23.75,108.82,1,4101,40.0,176.8
16,180,8192,24,300,128,4,3170,5.2,22.9,45.0,116.09,4,3694,5.0,15.4
8,180,8192,48,450,128,2,2275,22.5,37.8,45.0,124.97,2,1628,8.5,11.3
24,125,10240,48,350,512,10,4277,8.2,152.1,52.08,146.19,13,2301,11.4,332.3
24,250,2048,24,300,64,5,403,6.4,26.1,52.08,59.03,13,305,2.9,9.9
8,125,8192,48,300,512,0,2739,24.0,269.0,0.0,100.31,1,2942,3.3,136.6
16,180,10240,16,450,512,8,2847,10.5,161.0,90.0,125.11,5,2421,2.0,26.3
24,250,4096,16,300,128,8,365,1.0,76.2,83.33,26.73,3,326,2.4,25.9
24,250,2048,24,300,64,7,269,3.2,21.7,72.92,39.4,4,464,2.0,20.5
32,95,4096,48,350,512,4,1607,14.6,173.6,11.88,137.32,19,947,12.0,455.2
16,250,2048,24,200,256,4,280,6.2,38.7,62.5,27.34,3,585,1.9,35.3
16,180,10240,16,450,128,0,2081,7.2,17.8,0.0,91.45,4,1954,3.8,82.6
32,125,2048,8,450,256,10,992,6.3,25.2,39.06,217.97,14,348,1.9,60.8
8,125,8192,8,450,512,4,1397,7.0,157.7,62.5,76.74,1,1341,1.6,43.5
32,250,2048,16,450,64,28,478,3.9,26.1,218.75,105.03,6,519,11.6,33.7
24,250,2048,24,300,512,8,821,1.9,214.3,83.33,120.26,9,444,3.9,595.4
32,95,2048,24,200,64,21,512,4.7,25.5,62.34,50.0,9,333,2.3,23.7
16,125,4096,48,200,256,8,2070,35.6,57.3,62.5,101.07,5,571,2.6,29.6
16,95,4096,24,300,128,4,1698,4.2,106.5,23.75,124.37,12,1035,1.7,9.1
24,250,2048,24,300,64,2,292,5.2,9.7,20.83,42.77,2,1016,21.5,40.7
8,125,4096,48,450,64,0,856,11.3,7.2,0.0,94.04,2,467,7.2,14.8
32,125,4096,8,350,128,14,1448,0.5,37.6,54.69,123.73,23,619,8.7,17.6
32,125,10240,16,300,64,3,2403,4.8,42.6,11.72,70.4,3,1217,4.1,30.2
32,180,8192,48,200,128,5,1488,10.0,102.6,28.12,36.33,12,799,3.9,40.9
64,180,10240,16,300,256,10,1670,4.1,13.2,28.12,48.93,12,2393,9.0,37.7
16,180,2048,8,300,64,3,543,1.9,46.9,33.75,79.54,2,104,7.7,16.3
64,125,10240,48,200,64,17,928,9.4,12.0,33.2,18.12,8,1468,4.1,15.5
32,180,4096,48,450,256,7,1345,28.7,66.1,39.38,147.77,20,403,25.4,160.4
24,180,10240,24,450,64,8,2909,19.7,6.0,60.0,127.84,3,6652,6.0,7.2
24,125,4096,8,350,64,11,3574,0.9,10.6,57.29,305.4,6,2407,2.0,17.3
32,95,8192,8,300,128,5,6500,3.0,106.0,14.84,238.04,17,2101,0.5,33.9
24,125,8192,24,450,64,4,1613,1.7,18.1,20.83,88.6,6,4358,2.6,8.0
16,180,2048,8,300,64,2,493,3.2,12.5,22.5,72.22,5,546,3.6,12.0
24,250,2048,48,200,64,3,316,15.9,25.3,31.25,30.86,8,587,52.0,4.0
16,180,8192,24,300,128,10,1904,5.2,4.0,112.5,69.73,5,2716,2.5,21.9
8,180,2048,16,450,64,4,468,3.5,34.4,90.0,102.83,5,518,10.9,5.2
32,250,4096,16,350,64,11,788,6.1,29.1,85.94,67.33,10,869,4.0,11.2
32,180,2048,24,450,128,11,1901,20.9,24.0,61.88,417.7,9,994,1.9,24.2
8,95,8192,48,350,512,0,5784,30.1,8.4,0.0,247.12,9,1470,4.0,128.2
16,95,10240,8,200,512,1,2267,4.2,129.2,5.94,44.28,2,770,2.4,70.0
64,95,4096,16,300,128,33,222,6.5,28.4,48.98,16.26,18,1081,1.0,62.8
24,125,4096,8,350,64,22,3212,1.3,55.1,114.58,274.46,5,953,2.0,18.4
16,95,8192,24,200,128,2,2967,4.0,106.4,11.88,72.44,3,1949,4.9,37.6
8,125,10240,8,350,64,1,852,0.2,3.9,15.62,29.12,2,1778,0.7,11.8
24,125,10240,24,200,256,4,7870,8.0,188.9,20.83,153.71,4,1195,3.1,105.0
