cpu_cores_total,cpu_watts,gpu_cores_total,gpu_vram_total_gb,gpu_watts,ram_total_gb,cpu_cores_used,gpu_cores_used,gpu_vram_used_gb,ram_used_gb,current_cpu_power_w,current_gpu_power_w,req_cpu_cores,req_gpu_cores,req_gpu_vram_gb,req_ram_gb,execution_time,sla_violation
16,125,4096,48,200,256,4,1366,11.0,74.8,31.25,66.7,5,942,8.2,55.1,16.57,0
8,250,4096,16,200,64,1,1660,5.9,6.8,31.25,81.05,4,946,4.1,12.4,12.03,0
32,125,2048,48,200,64,11,234,24.7,49.4,42.97,22.85,6,550,12.9,10.0,5.2,0
32,125,4096,24,450,64,1,2590,9.3,43.9,3.91,284.55,2,723,5.1,10.2,8.37,0
8,95,8192,24,450,512,2,2474,3.6,134.6,23.75,135.9,3,1445,14.9,143.3,16.53,0
64,250,8192,24,200,512,14,1348,14.0,80.8,54.69,32.91,19,536,3.0,101.7,7.71,0
32,125,10240,16,350,256,13,7689,8.0,91.8,50.78,262.81,3,2015,2.8,38.1,10.44,0
24,95,8192,24,200,128,6,3040,7.2,68.7,23.75,74.22,13,625,4.6,16.2,6.29,0
32,250,2048,16,350,64,5,157,0.7,34.8,39.06,26.83,7,168,0.9,11.6,11.28,0
8,180,4096,8,200,128,1,1465,2.9,21.2,22.5,71.53,3,457,0.6,20.7,13.53,0
64,95,4096,48,350,512,9,2727,10.5,17.8,13.36,233.02,23,516,5.9,80.9,1.32,0
16,125,8192,24,300,256,1,2053,11.5,39.9,7.81,75.18,11,1107,4.0,31.1,0.02,0
8,95,2048,24,300,64,4,1113,9.1,25.0,47.5,163.04,2,135,5.5,8.0,4.25,0
24,125,2048,48,200,128,6,1033,1.4,89.4,31.25,100.88,7,822,16.5,24.9,17.89,0
32,125,4096,24,300,64,1,970,7.4,14.5,3.91,71.04,4,557,3.1,18.2,12.93,0
32,125,10240,24,200,256,7,2131,2.5,28.5,27.34,41.62,20,4941,4.3,36.7,17.81,0
32,95,2048,24,200,64,23,681,3.4,10.4,68.28,66.5,4,497,6.7,16.0,9.4,0
24,250,2048,24,300,512,7,639,4.7,161.7,72.92,93.6,2,373,2.1,44.7,11.72,0
64,95,8192,16,450,256,27,1581,5.3,20.3,40.08,86.85,25,2096,4.9,182.4,1.98,0
64,250,8192,48,200,512,45,1238,18.1,168.6,175.78,30.22,6,992,10.1,29.8,3.52,0
64,125,8192,24,200,512,15,2359,5.5,131.1,29.3,57.59,37,701,3.9,274.6,17.21,0
16,250,2048,48,350,256,6,332,18.7,28.2,93.75,56.74,4,857,12.2,33.5,7.22,0
32,125,2048,8,450,256,4,85,1.5,60.0,15.62,18.68,5,577,1.4,121.2,12.21,0
32,250,8192,48,200,256,19,3661,29.8,101.0,148.44,89.38,11,1032,11.2,45.1,4.11,0
24,250,2048,8,450,64,4,67,1.3,34.9,41.67,14.72,4,156,0.7,13.5,17.77,0
32,250,2048,16,300,128,5,813,2.2,39.6,39.06,119.09,4,147,7.9,29.7,18.59,0
32,125,8192,24,300,256,10,522,4.1,54.0,39.06,19.12,7,1187,5.1,42.4,2.31,0
32,125,4096,24,450,64,6,471,8.7,28.7,23.44,51.75,10,394,5.5,15.5,12.39,0
32,250,2048,24,350,64,2,315,1.7,7.4,15.62,53.83,3,115,3.5,36.6,17.05,0
32,125,10240,16,450,256,1,2441,2.9,94.9,3.91,107.27,9,1313,2.7,37.4,16.4,0
24,125,2048,48,200,128,18,984,14.5,26.7,93.75,96.09,3,697,4.7,35.4,18.97,0
8,95,10240,16,350,128,2,2235,2.0,47.3,23.75,76.39,2,1672,2.8,28.9,3.41,0
32,125,2048,24,350,256,4,1300,13.4,75.2,15.62,222.17,4,368,1.5,46.2,19.57,0
8,250,2048,48,300,256,3,258,9.5,58.7,93.75,37.79,1,687,28.8,42.7,9.97,0
32,125,2048,16,300,128,8,562,11.5,47.6,31.25,82.32,3,388,1.3,24.0,9.87,0
8,180,4096,48,350,64,2,1768,6.1,16.9,45.0,151.07,3,890,9.4,12.9,19.42,0
24,125,4096,8,200,512,2,453,4.2,122.5,10.42,22.12,5,2781,1.0,83.5,12.66,0
16,180,8192,24,300,128,8,1089,18.3,22.7,90.0,39.88,4,578,2.0,31.6,18.66,0
16,180,4096,24,200,256,3,632,1.4,20.9,33.75,30.86,5,810,17.6,58.0,7.83,0
64,250,4096,24,450,128,3,1408,3.7,34.3,11.72,154.69,9,1202,11.3,68.6,11.36,0
32,180,10240,8,200,128,6,4581,2.6,24.5,33.75,89.47,7,1666,1.2,33.7,11.09,0
8,125,10240,16,200,64,3,1705,7.6,23.7,46.88,33.3,3,1223,3.2,9.0,6.91,0
8,125,10240,16,200,64,2,2519,5.1,6.2,31.25,49.2,4,2493,9.8,4.6,14.46,0
16,125,4096,48,350,64,0,1709,8.9,7.1,0.0,146.03,3,980,6.0,6.3,7.78,0
32,125,4096,8,350,128,15,288,2.4,29.5,58.59,24.61,2,879,2.0,32.7,16.54,0
24,95,8192,48,200,64,8,1413,9.5,11.9,31.67,34.5,7,3769,6.6,7.9,11.95,0
16,250,10240,8,300,256,3,3873,2.3,106.6,46.88,113.47,5,1267,3.6,29.9,18.91,0
16,180,4096,48,200,128,6,1281,5.3,18.0,67.5,62.55,3,2180,22.1,17.6,18.48,0
64,95,8192,16,450,256,5,2389,5.6,40.8,7.42,131.23,10,1825,2.9,66.8,11.58,0
32,250,2048,16,450,64,8,277,7.3,17.2,62.5,60.86,8,187,2.0,18.1,13.61,0
24,95,2048,16,450,512,6,1034,7.9,83.2,23.75,227.2,4,371,1.7,88.7,17.04,0
8,250,2048,48,200,512,1,681,10.8,70.2,31.25,66.5,3,190,32.6,280.2,9.93,0
8,125,4096,16,200,128,4,47,5.6,23.6,62.5,2.29,2,2247,5.5,24.4,9.32,0
32,250,10240,24,300,512,1,3171,7.4,71.0,7.81,92.9,8,2398,5.8,367.9,0.11,0
24,125,2048,8,300,256,2,637,2.9,38.6,10.42,93.31,5,314,1.6,22.4,17.58,0
32,125,8192,48,200,128,20,1652,13.8,7.3,78.12,40.33,3,1109,2.7,27.8,11.3,0
8,125,10240,8,350,64,1,3535,5.3,4.0,15.62,120.83,6,2086,0.7,16.2,3.21,0
24,95,8192,48,200,64,11,2270,4.7,46.2,43.54,55.42,7,1569,7.2,14.3,10.73,0
32,125,2048,8,450,256,2,172,1.2,20.9,7.81,37.79,11,325,5.0,94.5,19.27,0
32,95,2048,24,200,64,12,969,2.8,22.3,35.62,94.63,9,288,9.9,8.2,17.11,0
16,95,8192,48,200,128,2,1942,7.3,50.4,11.88,47.41,4,2193,4.4,36.6,17.56,0
16,95,10240,8,200,512,2,1997,0.9,21.8,11.88,39.0,8,610,1.1,109.8,7.49,0
32,250,10240,8,350,512,22,3526,3.8,78.8,171.88,120.52,6,5110,1.7,41.0,2.02,0
24,250,2048,48,200,64,2,506,8.6,17.9,20.83,49.41,6,442,10.3,29.5,9.64,0
32,250,8192,48,200,256,3,3809,18.2,19.7,23.44,92.99,4,2223,4.0,66.3,19.64,0
24,95,2048,8,200,64,6,1182,2.4,20.2,23.75,115.43,7,177,2.2,5.1,12.14,0
32,95,8192,16,300,256,2,5428,4.1,147.9,5.94,198.78,13,1880,7.2,65.2,5.69,0
16,250,8192,16,300,256,5,467,2.2,92.0,78.12,17.1,5,1127,4.7,19.9,17.49,0
8,95,4096,48,200,512,3,2069,19.2,201.0,35.62,101.03,1,1009,9.4,69.2,9.27,0
64,125,10240,48,200,512,16,5460,9.9,258.5,31.25,106.64,42,850,8.4,132.9,13.8,0
16,180,10240,16,450,512,5,3213,1.9,41.9,56.25,141.2,4,2083,9.0,143.1,3.27,0
24,250,2048,8,300,128,7,1254,2.0,52.6,72.92,183.69,6,430,3.7,68.8,13.37,0
24,125,10240,48,350,512,3,3313,15.9,14.5,15.62,113.24,3,1350,3.7,309.0,12.37,0
8,125,8192,24,300,512,1,167,7.1,49.3,15.62,6.12,1,1575,1.2,145.0,10.45,0
64,95,10240,48,200,512,25,2937,25.5,106.3,37.11,57.36,21,3556,14.8,145.0,4.29,0
32,95,2048,24,200,64,3,136,10.7,11.6,8.91,13.28,4,1398,6.5,17.0,2.79,0
32,180,8192,24,350,512,16,1855,3.3,86.8,90.0,79.25,9,1143,2.7,261.0,3.77,0
16,180,10240,8,300,512,6,4596,1.4,80.1,67.5,134.65,6,773,0.8,267.8,1.94,0
16,95,4096,24,300,128,9,546,13.3,6.9,53.44,39.99,3,306,1.8,79.2,18.95,0
16,180,10240,16,350,128,4,3134,1.5,37.0,45.0,107.12,6,2110,3.9,8.9,19.49,0
16,180,10240,16,450,512,3,2904,1.4,167.9,33.75,127.62,2,6041,1.2,80.5,1.61,0
24,95,8192,8,300,64,10,3471,2.4,24.3,39.58,127.11,6,3960,3.8,10.6,12.68,0
8,180,8192,48,450,128,4,2996,5.1,7.0,90.0,164.58,2,793,9.7,16.1,8.58,0
16,95,2048,48,450,256,2,832,11.0,119.9,11.88,182.81,2,583,11.4,15.9,10.69,0
64,95,4096,8,300,256,47,1304,5.9,25.2,69.77,95.51,11,794,1.1,45.5,19.87,0
32,95,4096,48,350,512,7,1403,11.0,135.4,20.78,119.89,19,598,7.8,65.1,0.81,0
64,125,4096,16,300,128,11,1120,0.3,21.9,21.48,82.03,15,882,4.7,13.9,14.12,0
32,250,8192,24,300,64,12,2484,9.4,5.0,93.75,90.97,13,1341,1.9,3.2,1.2,0
8,95,4096,48,200,512,5,560,8.4,104.4,59.38,27.34,1,617,4.1,69.7,3.12,0
8,250,4096,16,200,128,1,866,4.7,88.0,31.25,42.29,2,264,2.8,20.3,8.9,0
64,250,10240,8,300,128,28,2371,5.3,78.1,109.38,69.46,17,2183,1.2,40.4,19.29,0
32,250,4096,48,200,512,11,1742,7.3,123.5,85.94,85.06,13,480,14.1,147.1,1.89,0
32,95,2048,48,450,128,5,291,10.6,42.3,14.84,63.94,2,936,5.5,12.3,14.16,0
24,180,2048,8,300,64,7,956,1.9,7.1,52.5,140.04,5,110,1.4,8.9,16.6,0
16,180,2048,8,200,64,3,135,3.2,2.2,33.75,13.18,10,340,0.9,15.0,18.87,0
64,250,8192,48,200,512,16,654,9.3,267.5,62.5,15.97,10,2357,12.3,153.6,10.91,0
64,95,2048,48,200,512,10,387,17.5,209.6,14.84,37.79,15,598,15.9,267.6,10.87,0
32,95,10240,24,300,64,14,4686,4.5,21.0,41.56,137.29,3,2724,3.1,15.1,17.98,0
32,250,2048,24,350,64,19,238,6.4,18.3,148.44,40.67,4,173,6.8,11.7,14.1,0
8,125,10240,8,350,128,5,5890,5.4,62.3,78.12,201.32,1,895,1.6,14.0,9.66,0
16,95,10240,8,200,512,2,3079,3.1,57.3,11.88,60.14,4,770,0.8,232.9,7.73,0
24,125,2048,8,300,256,2,928,0.5,87.8,10.42,135.94,7,353,5.0,28.7,1.8,0
8,250,8192,8,300,256,2,2415,1.6,39.3,62.5,88.44,2,2092,4.1,71.6,1.55,0
32,250,2048,16,300,128,2,214,6.9,8.6,15.62,31.35,5,262,5.8,27.8,12.24,0
32,125,4096,24,300,64,1,1358,6.4,2.1,3.91,99.46,2,221,2.6,14.8,0.7,0
64,250,2048,24,450,64,1,91,15.4,0.9,3.91,20.0,29,1468,4.9,23.5,3.15,0
64,95,8192,16,450,256,9,2868,3.9,134.6,13.36,157.54,25,1619,4.2,40.2,4.37,0
24,250,2048,8,350,256,6,563,2.6,18.1,62.5,96.22,4,587,2.3,50.5,4.73,0
64,95,2048,24,450,64,38,573,9.2,19.9,56.41,125.9,4,410,3.1,4.2,3.07,0
64,95,4096,8,300,256,26,948,0.6,78.7,38.59,69.43,5,936,2.1,46.3,11.37,0
16,95,10240,8,200,512,13,5627,4.8,187.8,77.19,109.9,2,1169,1.7,132.4,16.01,0
64,250,8192,48,350,512,29,4205,8.8,228.9,113.28,179.66,30,1480,6.8,91.0,12.36,0
32,125,10240,16,300,64,11,1683,4.6,27.4,42.97,49.31,9,4951,1.8,12.8,17.28,0
8,180,10240,8,200,64,1,200,2.4,15.7,22.5,3.91,2,2025,0.5,37.8,4.52,0
32,95,8192,8,300,128,1,840,2.0,53.4,2.97,30.76,15,537,0.7,14.1,10.81,0
32,95,4096,48,200,64,10,1699,14.3,17.1,29.69,82.96,11,1151,29.1,37.7,3.66,0
32,180,8192,24,350,512,9,4246,7.3,50.3,50.62,181.41,5,2284,1.3,110.2,13.06,0
64,95,2048,48,200,512,25,530,18.4,22.4,37.11,51.76,12,501,10.9,87.6,13.46,0
8,180,4096,48,350,64,0,260,1.4,9.8,0.0,22.22,2,2375,20.5,43.2,8.7,0
64,250,10240,8,300,128,13,471,4.5,12.0,50.78,13.8,5,7961,0.4,29.0,4.57,0
64,95,8192,8,300,128,20,1606,0.6,49.8,29.69,58.81,6,5478,2.2,61.7,3.38,0
8,125,10240,8,350,256,0,1588,0.9,151.1,0.0,54.28,3,4290,5.2,75.0,3.76,0
32,250,2048,24,350,64,4,915,4.2,19.3,31.25,156.37,16,376,2.6,25.9,2.15,0
16,250,2048,16,200,128,6,802,4.9,12.8,93.75,78.32,3,1070,2.7,25.2,10.39,0
8,250,2048,48,300,256,2,510,9.3,100.2,62.5,74.71,3,375,18.5,14.1,10.16,0
24,95,2048,16,200,256,5,495,8.3,47.1,19.79,48.34,10,603,4.0,152.6,9.73,0
24,125,8192,24,350,64,4,4832,2.7,20.4,20.83,206.45,8,1082,2.8,14.3,9.56,0
8,250,10240,24,200,128,4,6830,3.6,55.3,125.0,133.4,1,1595,12.4,6.7,19.63,0
24,95,2048,16,300,64,5,253,5.8,14.5,19.79,37.06,12,575,3.4,3.7,9.51,0
16,95,10240,8,200,512,5,5861,2.9,112.8,29.69,114.47,5,2566,0.9,139.6,1.21,0
32,95,4096,48,200,64,11,2327,16.7,3.8,32.66,113.62,7,281,6.7,9.6,16.44,0
24,250,2048,24,300,512,4,731,4.9,139.7,41.67,107.08,10,258,8.8,146.1,8.56,0
8,180,4096,16,350,512,3,40,3.3,156.7,67.5,3.42,3,764,2.6,32.4,17.12,0
8,180,2048,16,450,64,3,725,1.5,10.8,67.5,159.3,3,570,4.8,18.2,12.62,0
16,250,2048,48,300,512,2,1224,18.0,162.6,31.25,179.3,1,128,16.8,189.2,19.21,0
8,180,10240,8,200,64,3,3242,4.2,2.1,67.5,63.32,2,5577,0.6,9.7,7.42,0
16,125,8192,24,300,256,1,390,10.1,40.7,7.81,14.28,2,2817,7.4,32.4,8.5,0
64,180,10240,16,300,64,6,1691,0.9,29.3,16.88,49.54,31,1429,1.8,12.4,16.24,0
8,250,10240,8,300,512,1,2580,4.6,51.0,31.25,75.59,2,5696,1.7,38.2,10.12,0
8,180,8192,8,350,64,3,691,5.7,21.3,67.5,29.52,2,1324,0.8,28.9,2.62,0
24,125,10240,48,200,128,3,1980,15.6,38.3,15.62,38.67,9,1047,10.4,21.1,3.97,0
8,250,2048,8,350,128,5,920,1.7,49.9,156.25,157.23,2,531,2.1,68.4,12.54,0
32,180,4096,48,450,256,8,1360,11.9,107.1,45.0,149.41,4,2444,10.8,46.0,14.95,0
32,250,4096,16,200,256,13,781,8.9,79.4,101.56,38.13,6,454,4.0,18.8,2.21,0
16,180,4096,48,200,128,1,2444,18.2,35.0,11.25,119.34,5,359,24.2,30.5,19.12,0
16,180,2048,16,450,64,4,663,6.2,6.0,45.0,145.68,4,564,4.5,18.8,3.09,0
32,95,2048,24,200,64,10,197,7.1,36.8,29.69,19.24,6,171,9.3,12.6,3.95,0
24,95,10240,24,300,256,3,4313,7.2,95.9,11.88,126.36,5,573,1.5,19.0,10.59,0
64,125,10240,24,300,128,28,4080,2.8,62.9,54.69,119.53,11,581,4.3,34.3,17.66,0
32,125,2048,48,200,64,3,938,6.9,25.6,11.72,91.6,3,291,4.1,16.9,15.21,0
64,125,10240,48,200,64,7,663,23.5,5.9,13.67,12.95,24,2872,12.4,17.1,14.16,0
32,250,8192,48,200,256,13,1451,3.4,43.6,101.56,35.42,9,2053,3.0,22.3,2.95,0
24,95,10240,24,300,256,7,6776,8.5,37.0,27.71,198.52,2,2739,5.5,40.7,5.47,0
32,250,2048,8,300,256,1,1015,4.4,113.8,7.81,148.68,21,190,1.3,58.6,6.17,0
64,95,4096,16,300,128,27,1764,4.4,54.3,40.08,129.2,33,351,3.8,13.6,9.62,0
32,125,4096,24,200,64,7,1288,3.1,44.0,27.34,62.89,7,1675,5.9,5.7,15.64,0
16,125,4096,16,450,64,3,738,4.5,26.7,23.44,81.08,2,350,4.3,17.6,14.96,0
24,125,4096,8,200,512,1,1378,4.0,133.2,5.21,67.29,2,263,1.1,39.3,16.41,0
32,125,4096,24,450,64,21,209,7.6,5.3,82.03,22.96,3,2323,7.1,15.8,4.82,0
64,95,4096,8,350,128,16,2202,0.6,46.6,23.75,188.16,14,246,2.4,22.7,7.84,0
64,250,2048,48,450,64,8,695,9.0,18.3,31.25,152.71,11,514,13.9,5.2,15.04,0
16,125,4096,48,350,64,11,900,24.2,14.4,85.94,76.9,1,318,16.3,25.0,5.46,0
16,125,10240,16,200,128,3,2359,4.5,62.5,23.44,46.07,5,1775,4.7,36.6,2.62,0
32,125,10240,24,200,256,10,5383,3.6,34.4,39.06,105.14,10,3617,16.4,49.8,6.06,0
32,95,4096,48,200,64,9,761,32.5,22.3,26.72,37.16,11,697,2.6,5.1,7.39,0
24,250,2048,24,300,64,1,147,4.7,16.2,10.42,21.53,21,295,3.7,9.2,4.72,0
24,180,2048,24,300,64,5,1423,4.0,32.5,37.5,208.45,5,224,16.2,12.0,18.6,0
16,250,2048,48,350,256,10,818,10.7,95.5,156.25,139.79,4,355,8.2,145.5,9.96,0
16,125,4096,16,450,64,6,3160,6.5,6.0,46.88,347.17,5,240,1.9,6.9,17.34,0
24,180,10240,24,450,64,17,1941,5.7,21.2,127.5,85.3,4,1740,9.8,4.2,18.17,0
8,180,10240,8,200,64,0,2180,3.0,29.3,0.0,42.58,1,2959,0.7,27.7,9.54,0
32,250,8192,48,200,256,17,2056,22.3,35.8,132.81,50.2,3,2446,7.3,71.7,9.89,0
8,180,8192,48,450,128,4,2555,19.9,34.9,90.0,140.35,1,952,4.4,18.9,11.04,0
16,95,10240,8,200,512,6,1753,2.4,332.8,35.62,34.24,2,6275,1.5,58.1,2.17,0
24,250,2048,8,450,64,16,319,3.4,2.2,166.67,70.09,4,312,0.8,6.4,19.9,0
24,95,8192,16,200,256,5,2990,3.6,106.0,19.79,73.0,7,2894,10.6,83.6,17.46,0
32,125,8192,48,200,128,4,1603,22.6,15.3,15.62,39.14,3,579,12.8,34.7,17.8,0
32,250,8192,8,200,512,7,1668,2.5,78.8,54.69,40.72,3,4314,2.4,191.7,8.03,0
64,95,4096,8,300,256,12,2395,4.4,113.3,17.81,175.42,8,1040,1.4,57.0,18.78,0
64,125,4096,16,300,128,10,1729,2.4,47.1,19.53,126.64,14,446,3.4,28.2,3.4,0
8,250,8192,8,300,256,2,3641,3.9,29.8,62.5,133.34,2,779,1.6,29.3,18.99,0
64,180,4096,16,450,256,20,2607,5.6,111.1,56.25,286.41,11,723,7.9,14.0,8.06,0
32,250,8192,48,200,256,4,2271,11.0,47.3,31.25,55.44,4,4128,11.3,70.8,16.68,0
32,125,10240,16,300,64,4,6439,4.4,44.8,15.62,188.64,3,623,3.3,6.7,3.84,0
24,125,2048,48,200,128,12,423,5.5,25.3,62.5,41.31,5,128,38.4,11.0,5.29,0
24,250,2048,8,300,128,9,342,3.4,6.1,93.75,50.1,6,476,3.0,29.1,13.55,0
16,180,10240,16,450,512,8,3063,5.0,216.0,90.0,134.6,6,2851,2.7,157.0,4.71,0
32,250,2048,8,300,256,4,1316,1.9,88.4,31.25,192.77,3,420,5.1,28.4,5.52,0
32,125,2048,16,450,512,1,163,1.6,241.6,3.91,35.82,9,425,2.7,29.3,5.29,0
64,180,8192,48,200,128,24,1836,13.3,77.6,67.5,44.82,19,2363,3.8,23.0,8.6,0
8,250,2048,48,200,512,2,664,14.2,171.4,62.5,64.84,2,241,8.5,262.7,5.06,0
24,125,10240,24,200,256,1,4053,12.5,111.5,5.21,79.16,16,2798,3.3,84.1,15.52,0
32,250,8192,8,200,512,6,3076,2.9,107.9,46.88,75.1,10,484,4.4,72.2,7.57,0
64,95,2048,24,450,64,13,566,5.1,23.4,19.3,124.37,5,1241,3.0,36.7,4.26,0
16,250,2048,48,300,512,2,705,9.0,90.7,31.25,103.27,6,434,9.7,71.0,10.38,0
24,125,10240,24,300,128,2,2221,7.3,6.7,10.42,65.07,7,2774,13.1,61.7,7.9,0
32,250,2048,16,300,128,9,431,7.4,77.1,70.31,63.13,6,194,5.5,23.3,7.43,0
8,125,2048,48,450,64,0,509,3.1,5.4,0.0,111.84,3,542,7.7,4.1,8.2,0
8,250,8192,48,200,128,0,3667,10.5,17.3,0.0,89.53,1,1621,22.8,34.4,9.59,0
32,125,10240,24,200,256,6,2470,8.2,112.6,23.44,48.24,6,1282,6.3,19.1,17.24,0
8,125,2048,24,300,512,4,272,9.3,110.6,62.5,39.84,3,611,4.1,129.7,18.47,0
16,95,8192,24,200,128,2,576,5.1,13.6,11.88,14.06,1,419,14.5,23.2,4.92,0
24,250,2048,8,300,128,7,606,1.2,62.6,72.92,88.77,4,556,1.1,9.1,3.71,0
8,180,4096,48,350,64,2,1326,6.2,13.8,45.0,113.31,3,433,14.1,9.1,5.79,0
24,125,8192,24,450,64,15,6717,18.4,8.9,78.12,368.98,3,982,4.3,45.7,18.88,0
24,250,4096,16,300,128,7,996,1.1,20.5,72.92,72.95,7,1097,1.8,25.6,8.04,0
32,180,8192,48,200,128,4,1906,11.7,81.4,22.5,46.53,3,2002,8.2,35.5,4.49,0
32,250,8192,8,450,256,4,1079,3.8,67.0,31.25,59.27,19,1509,2.3,32.0,7.98,0
32,125,10240,16,350,256,6,3668,11.2,32.7,23.44,125.37,18,3040,1.1,70.2,0.7,0
8,250,8192,8,300,256,3,1432,0.8,13.1,93.75,52.44,1,893,1.2,79.2,3.24,0
8,250,2048,48,300,256,5,967,20.9,70.9,156.25,141.65,1,425,2.8,60.0,12.79,0
24,180,8192,8,350,512,2,3122,3.6,92.0,15.0,133.39,2,3003,0.7,36.2,15.66,0
24,95,8192,8,350,256,5,2515,3.1,64.4,19.79,107.45,17,2360,1.6,71.4,4.22,0
64,125,10240,48,200,512,16,2865,2.2,103.5,31.25,55.96,6,2847,6.7,233.6,18.35,0
8,180,4096,8,200,128,0,858,2.8,22.0,0.0,41.89,2,226,2.7,27.6,16.97,0
16,250,2048,48,300,512,12,586,31.8,95.6,187.5,85.84,2,155,3.1,120.1,1.01,0
32,180,4096,48,300,128,6,1042,31.1,65.1,33.75,76.32,6,782,8.0,34.8,6.12,0
64,95,8192,8,300,128,10,1448,2.4,16.6,14.84,53.03,14,1669,1.3,19.1,15.2,0
24,95,2048,16,450,512,10,326,5.3,105.2,39.58,71.63,6,490,9.6,243.7,8.82,0
16,95,8192,48,200,128,4,2456,10.5,33.1,23.75,59.96,9,2027,3.4,52.8,10.55,0
24,95,8192,8,350,256,5,1976,2.2,114.4,19.79,84.42,2,692,0.5,49.4,5.76,0
32,125,4096,24,200,64,21,1425,8.4,12.3,82.03,69.58,5,447,1.2,16.7,2.36,0
32,125,2048,24,350,256,10,857,7.9,30.0,39.06,146.46,11,409,6.6,40.9,4.77,0
8,180,4096,8,200,128,2,1271,4.3,18.4,45.0,62.06,2,1842,2.4,75.5,10.11,0
16,180,4096,48,200,128,6,1476,14.7,37.5,67.5,72.07,3,1112,23.7,8.1,11.65,0
16,180,8192,24,300,128,2,733,15.1,89.7,22.5,26.84,7,3743,5.8,13.9,15.74,0
64,125,10240,48,200,64,17,1074,12.0,24.5,33.2,20.98,6,1108,9.7,11.7,14.73,0
64,250,2048,24,450,64,10,601,4.4,30.7,39.06,132.06,7,201,5.6,15.5,10.46,0
8,250,10240,24,350,512,1,3056,1.5,234.7,31.25,104.45,3,910,6.8,138.3,3.77,0
24,95,8192,8,300,64,11,962,2.6,18.2,43.54,35.23,3,458,1.2,8.2,15.9,0
16,95,4096,24,450,256,1,1677,8.8,91.5,5.94,184.24,3,879,4.5,35.5,12.76,0
32,180,2048,24,450,128,4,790,2.9,34.1,22.5,173.58,18,206,4.7,38.2,19.6,0
32,180,8192,24,350,512,8,1759,2.0,124.2,45.0,75.15,6,1484,1.5,77.1,6.03,0
32,250,8192,8,450,256,10,3300,1.6,156.4,78.12,181.27,4,2064,2.2,31.5,15.4,0
64,95,2048,24,450,64,12,329,6.8,40.2,17.81,72.29,4,946,8.7,13.1,6.74,0
8,180,8192,48,450,128,2,1476,19.5,46.4,45.0,81.08,2,2633,22.9,32.7,13.17,0
16,125,4096,16,450,64,0,857,5.6,22.1,0.0,94.15,3,2134,3.3,18.7,0.49,0
16,180,8192,24,300,128,7,2855,6.1,83.7,78.75,104.55,4,1472,13.3,12.2,14.24,0
16,95,4096,24,300,128,3,140,1.3,31.6,17.81,10.25,4,933,7.0,35.4,9.91,0
32,250,4096,16,200,256,5,621,5.0,97.8,39.06,30.32,5,462,2.6,20.9,1.1,0
32,180,4096,48,300,128,11,518,6.3,58.8,61.88,37.94,3,2074,12.2,10.9,6.97,0
16,180,2048,8,300,64,3,1086,4.6,23.5,33.75,159.08,2,394,0.7,37.0,18.9,0
8,125,8192,48,300,512,2,387,27.2,327.9,31.25,14.17,2,1594,12.2,92.0,17.33,0
32,180,8192,24,350,512,13,828,8.7,141.3,73.12,35.38,5,1709,1.3,138.3,4.32,0
24,125,2048,24,300,512,3,525,10.6,70.1,15.62,76.9,6,310,5.3,118.5,10.63,0
8,125,4096,48,450,64,2,997,11.7,22.6,31.25,109.53,3,843,9.3,17.9,4.61,0
24,125,2048,8,300,512,4,400,1.8,109.1,20.83,58.59,3,1043,1.9,64.9,19.17,0
8,125,10240,8,200,64,2,1797,0.1,15.7,31.25,35.1,1,769,2.0,13.8,14.2,0
16,250,2048,16,200,128,9,1243,8.4,34.6,140.62,121.39,4,229,2.7,38.3,14.88,0
64,125,8192,24,200,512,11,2794,4.3,243.8,21.48,68.21,6,1120,4.7,114.9,9.52,0
64,180,2048,24,450,512,3,1411,7.2,98.9,8.44,310.03,8,530,3.9,65.5,8.99,0
32,95,4096,48,350,512,3,2129,6.6,87.9,8.91,181.92,12,658,7.9,37.4,4.03,0
24,180,8192,24,200,64,6,3425,10.8,25.1,45.0,83.62,11,454,4.7,6.3,6.99,0
16,180,2048,16,450,64,4,519,6.0,16.3,45.0,114.04,2,432,5.5,8.4,1.8,0
32,250,8192,48,200,256,8,2659,7.0,42.8,62.5,64.92,4,2178,5.0,50.7,1.43,0
16,95,4096,24,300,128,3,1169,8.9,40.9,17.81,85.62,3,819,3.6,46.9,1.48,0
32,95,4096,48,200,64,23,1125,17.8,19.4,68.28,54.93,6,293,10.7,32.3,2.65,0
8,250,8192,8,300,256,1,3685,3.3,74.4,31.25,134.95,3,637,0.4,17.0,16.55,0
32,125,2048,24,350,64,20,180,7.2,28.4,78.12,30.76,8,1614,3.7,17.1,15.49,0
8,250,2048,48,300,256,0,260,22.7,40.6,0.0,38.09,2,341,22.5,86.9,12.77,0
24,95,8192,8,300,64,4,4274,0.2,28.2,15.83,156.52,6,1871,6.2,5.7,10.44,0
8,125,2048,48,450,64,2,595,15.9,13.2,31.25,130.74,3,281,5.1,15.4,8.95,0
32,95,4096,48,350,512,4,850,25.8,127.0,11.88,72.63,6,1155,7.9,191.5,15.93,0
8,125,8192,48,300,512,2,3824,1.7,142.0,31.25,140.04,2,898,3.6,290.6,16.84,0
24,95,8192,24,300,128,2,2517,4.8,46.7,7.92,92.18,4,1427,3.1,56.0,6.6,0
16,250,8192,16,350,256,4,3896,4.1,51.8,62.5,166.46,3,1561,2.5,72.9,17.13,0
